# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x0805A124	0x0805A127	thumb	MetatileBehavior_IsPacifidlogHorizontalLogLeft
0x0805A128	0x0805A12B	thumb	MetatileBehavior_IsPacifidlogHorizontalLogRight
0x0805A12C	0x0805A12F	thumb	MetatileBehavior_IsPacifidlogLog
0x0805A130	0x0805A133	thumb	MetatileBehavior_IsTrickHousePuzzleDoor
0x0805A134	0x0805A147	thumb	MetatileBehavior_IsRegionMap
0x0805A148	0x0805A14B	thumb	MetatileBehavior_IsRoulette
0x0805A14C	0x0805A14F	thumb	MetatileBehavior_IsPokeblockFeeder
0x0805A150	0x0805A153	thumb	MetatileBehavior_IsSecretBaseJumpMat
0x0805A154	0x0805A157	thumb	MetatileBehavior_IsSecretBaseSpinMat
0x0805A158	0x0805A15B	thumb	MetatileBehavior_IsLavaridgeB1FWarp
0x0805A15C	0x0805A16F	thumb	MetatileBehavior_IsLavaridge1FWarp
0x0805A170	0x0805A183	thumb	MetatileBehavior_IsWarpPad
0x0805A184	0x0805A197	thumb	MetatileBehavior_IsUnionRoomWarp
0x0805A198	0x0805A1C3	thumb	MetatileBehavior_IsWater
0x0805A1C4	0x0805A1D7	thumb	MetatileBehavior_IsFallWarp
0x0805A1D8	0x0805A1DB	thumb	MetatileBehavior_IsCrackedFloor
0x0805A1DC	0x0805A1F5	thumb	MetatileBehavior_IsCyclingRoadPullDownTile
0x0805A1F8	0x0805A20B	thumb	MetatileBehavior_IsCyclingRoadPullDownTileGrass
0x0805A20C	0x0805A20F	thumb	MetatileBehavior_IsBumpySlope
0x0805A210	0x0805A213	thumb	MetatileBehavior_IsIsolatedVerticalRail
0x0805A214	0x0805A217	thumb	MetatileBehavior_IsIsolatedHorizontalRail
0x0805A218	0x0805A21B	thumb	MetatileBehavior_IsVerticalRail
0x0805A21C	0x0805A21F	thumb	MetatileBehavior_IsHorizontalRail
0x0805A220	0x0805A233	thumb	MetatileBehavior_IsSeaweed
0x0805A234	0x0805A247	thumb	MetatileBehavior_IsRunningDisallowed
0x0805A248	0x0805A24B	thumb	MetatileBehavior_IsPictureBookShelf
0x0805A24C	0x0805A25F	thumb	MetatileBehavior_IsBookshelf
0x0805A260	0x0805A273	thumb	MetatileBehavior_IsPokeMartShelf
0x0805A274	0x0805A28F	thumb	MetatileBehavior_IsPlayerFacingPokemonCenterSign
0x0805A290	0x0805A2AB	thumb	MetatileBehavior_IsPlayerFacingPokeMartSign
0x0805A2AC	0x0805A2AF	thumb	MetatileBehavior_UnknownDummy1
0x0805A2B0	0x0805A2B3	thumb	MetatileBehavior_UnknownDummy2
0x0805A2B4	0x0805A2B7	thumb	MetatileBehavior_UnknownDummy3
0x0805A2B8	0x0805A2BB	thumb	MetatileBehavior_UnknownDummy4
0x0805A2BC	0x0805A2DD	thumb	TestMetatileAttributeBit
0x0805A2E0	0x0805A2F3	thumb	MetatileBehavior_IsSpinRight
0x0805A2F4	0x0805A307	thumb	MetatileBehavior_IsSpinLeft
0x0805A308	0x0805A31B	thumb	MetatileBehavior_IsSpinUp
0x0805A31C	0x0805A32F	thumb	MetatileBehavior_IsSpinDown
0x0805A330	0x0805A343	thumb	MetatileBehavior_IsStopSpinning
0x0805A344	0x0805A35D	thumb	MetatileBehavior_IsSpinTile
0x0805A360	0x0805A373	thumb	MetatileBehavior_IsSignpost
0x0805A374	0x0805A387	thumb	MetatileBehavior_IsCabinet
0x0805A388	0x0805A39B	thumb	MetatileBehavior_IsKitchen
0x0805A39C	0x0805A3AF	thumb	MetatileBehavior_IsDresser
0x0805A3B0	0x0805A3C3	thumb	MetatileBehavior_IsSnacks
0x0805A3C4	0x0805A3D7	thumb	MetatileBehavior_IsStrengthButton
0x0805A3D8	0x0805A3F3	thumb	MetatileBehavior_IsPlayerFacingCableClubWirelessMonitor
0x0805A3F4	0x0805A40F	thumb	MetatileBehavior_IsPlayerFacingBattleRecords
0x0805A410	0x0805A423	thumb	MetatileBehavior_IsQuestionnaire
0x0805A424	0x0805A437	thumb	MetatileBehavior_IsIndigoPlateauSign1
0x0805A438	0x0805A44B	thumb	MetatileBehavior_IsIndigoPlateauSign2
0x0805A44C	0x0805A45F	thumb	MetatileBehavior_IsFood
0x0805A460	0x0805A473	thumb	MetatileBehavior_IsRockStairs
0x0805A474	0x0805A487	thumb	MetatileBehavior_IsBlueprints
0x0805A488	0x0805A49B	thumb	MetatileBehavior_IsPainting
0x0805A49C	0x0805A4AF	thumb	MetatileBehavior_IsPowerPlantMachine
0x0805A4B0	0x0805A4C3	thumb	MetatileBehavior_IsTelephone
0x0805A4C4	0x0805A4D7	thumb	MetatileBehavior_IsComputer
0x0805A4D8	0x0805A4EB	thumb	MetatileBehavior_IsAdvertisingPoster
0x0805A4EC	0x0805A4FF	thumb	MetatileBehavior_IsTastyFood
0x0805A500	0x0805A513	thumb	MetatileBehavior_IsTrashBin
0x0805A514	0x0805A527	thumb	MetatileBehavior_IsCup
0x0805A528	0x0805A52B	thumb	MetatileBehavior_IsPolishedWindow
0x0805A52C	0x0805A52F	thumb	MetatileBehavior_IsBeautifulSkyWindow
0x0805A530	0x0805A543	thumb	MetatileBehavior_IsBlinkingLights
0x0805A544	0x0805A557	thumb	MetatileBehavior_IsNeatlyLinedUpTools
0x0805A558	0x0805A56B	thumb	MetatileBehavior_IsImpressiveMachine
0x0805A56C	0x0805A57F	thumb	MetatileBehavior_IsVideoGame
0x0805A580	0x0805A593	thumb	MetatileBehavior_IsBurglary
0x0805A594	0x0805A5A7	thumb	MetatileBehavior_IsTrainerTowerMonitor
0x0805A5A8	0x0805A5B7	thumb	move_tilemap_camera_to_upper_left_corner_
0x0805A5B8	0x0805A5D3	thumb	tilemap_move_something
0x0805A5D4	0x0805A5E1	thumb	coords8_add
0x0805A5E4	0x0805A5F3	thumb	move_tilemap_camera_to_upper_left_corner
0x0805A5F4	0x0805A657	thumb	FieldUpdateBgTilemapScroll
0x0805A658	0x0805A683	thumb	FieldCameraGetPixelOffsetAtGround
0x0805A684	0x0805A6A7	thumb	DrawWholeMapView
0x0805A6A8	0x0805A72B	thumb	DrawWholeMapViewInternal
0x0805A72C	0x0805A777	thumb	RedrawMapSlicesForCameraUpdate
0x0805A778	0x0805A7D7	thumb	RedrawMapSliceNorth
0x0805A7D8	0x0805A823	thumb	RedrawMapSliceSouth
0x0805A824	0x0805A87B	thumb	RedrawMapSliceEast
0x0805A87C	0x0805A8E7	thumb	RedrawMapSliceWest
0x0805A8E8	0x0805A91B	thumb	CurrentMapDrawMetatileAt
0x0805A91C	0x0805A947	thumb	DrawDoorMetatileAt
0x0805A948	0x0805A9B3	thumb	DrawMetatileAt
0x0805A9B4	0x0805AAE7	thumb	DrawMetatile
0x0805AAE8	0x0805AB2F	thumb	MapPosToBgTilemapOffset
0x0805AB30	0x0805AB57	thumb	CameraUpdateCallback
0x0805AB58	0x0805AB6F	thumb	ResetCameraUpdateInfo
0x0805AB70	0x0805ABAF	thumb	InitCameraUpdateCallback
0x0805ABB0	0x0805ACB3	thumb	CameraUpdate
0x0805ACB4	0x0805ACEF	thumb	MoveCameraAndRedrawMap
0x0805ACF0	0x0805ADD3	thumb	CameraUpdateNoObjectRefresh
0x0805ADD4	0x0805ADDF	thumb	SetCameraPanningCallback
0x0805ADE0	0x0805ADF7	thumb	SetCameraPanning
0x0805ADF8	0x0805AE27	thumb	InstallCameraPanAheadCallback
0x0805AE28	0x0805AE73	thumb	UpdateCameraPanning
0x0805AE74	0x0805AF13	thumb	CameraPanningCB_PanAhead
0x0805AF14	0x0805AF53	thumb	DrawDoor
0x0805AF54	0x0805AF7F	thumb	DrawClosedDoorTiles
0x0805AF80	0x0805AF93	thumb	CopyDoorTilesToVram
0x0805AF94	0x0805AFE5	thumb	DrawCurrentDoorAnimFrame
0x0805AFE8	0x0805B027	thumb	BuildDoorTiles
0x0805B028	0x0805B05F	thumb	Task_AnimateDoor
0x0805B060	0x0805B0C1	thumb	AnimateDoorFrame
0x0805B0C4	0x0805B0E5	thumb	GetDoorGraphics
0x0805B0E8	0x0805B149	thumb	StartDoorAnimationTask
0x0805B14C	0x0805B155	thumb	DrawClosedDoor
0x0805B158	0x0805B1A3	thumb	DrawOpenedDoor
0x0805B1A4	0x0805B1B7	thumb	GetLastDoorAnimFrame
0x0805B1B8	0x0805B20F	thumb	AnimateDoorOpenInternal
0x0805B210	0x0805B267	thumb	StartDoorCloseAnimation
0x0805B268	0x0805B29B	thumb	FieldSetDoorOpened
0x0805B29C	0x0805B2CF	thumb	FieldSetDoorClosed
0x0805B2D0	0x0805B30D	thumb	FieldAnimateDoorClose
0x0805B310	0x0805B34D	thumb	FieldAnimateDoorOpen
0x0805B350	0x0805B363	thumb	FieldIsDoorAnimationRunning
0x0805B364	0x0805B385	thumb	GetDoorSoundEffect
0x0805B388	0x0805B3B5	thumb	GetDoorSoundType
0x0805B3B8	0x0805B3DB	thumb	MovementType_Player
0x0805B3DC	0x0805B3DF	thumb	ObjectEventCB2_NoMovement2
0x0805B3E0	0x0805B45B	thumb	player_step
0x0805B45C	0x0805B4AD	thumb	TryInterruptObjectEventSpecialAnim
0x0805B4B0	0x0805B4D3	thumb	npc_clear_strange_bits
0x0805B4D4	0x0805B509	thumb	MovePlayerAvatarUsingKeypadInput
0x0805B50C	0x0805B527	thumb	PlayerAllowForcedMovementIfMovingSameDirection
0x0805B528	0x0805B59F	thumb	TryUpdatePlayerSpinDirection
0x0805B5A0	0x0805B643	thumb	TryDoMetatileBehaviorForcedMovement
0x0805B644	0x0805B68F	thumb	ForcedMovement_None
0x0805B690	0x0805B705	thumb	DoForcedMovement
0x0805B708	0x0805B73B	thumb	DoForcedMovementInCurrentDirection
0x0805B73C	0x0805B74F	thumb	ForcedMovement_Slip
0x0805B750	0x0805B767	thumb	ForcedMovement_WalkSouth
0x0805B768	0x0805B77F	thumb	ForcedMovement_WalkNorth
0x0805B780	0x0805B797	thumb	ForcedMovement_WalkWest
0x0805B798	0x0805B7AF	thumb	ForcedMovement_WalkEast
0x0805B7B0	0x0805B7CB	thumb	ForcedMovement_SpinRight
0x0805B7CC	0x0805B7E7	thumb	ForcedMovement_SpinLeft
0x0805B7E8	0x0805B803	thumb	ForcedMovement_SpinUp
0x0805B804	0x0805B81F	thumb	ForcedMovement_SpinDown
0x0805B820	0x0805B82B	thumb	PlaySpinSound
0x0805B82C	0x0805B843	thumb	ForcedMovement_PushedSouthByCurrent
0x0805B844	0x0805B85B	thumb	ForcedMovement_PushedNorthByCurrent
0x0805B85C	0x0805B873	thumb	ForcedMovement_PushedWestByCurrent
0x0805B874	0x0805B88B	thumb	ForcedMovement_PushedEastByCurrent
0x0805B88C	0x0805B8C3	thumb	ForcedMovement_Slide
0x0805B8C4	0x0805B8DB	thumb	ForcedMovement_SlideSouth
0x0805B8DC	0x0805B8F3	thumb	ForcedMovement_SlideNorth
0x0805B8F4	0x0805B90B	thumb	ForcedMovement_SlideWest
0x0805B90C	0x0805B923	thumb	ForcedMovement_SlideEast
0x0805B924	0x0805B92F	thumb	ForcedMovement_MatJump
0x0805B930	0x0805B93B	thumb	ForcedMovement_MatSpin
0x0805B93C	0x0805B96B	thumb	MovePlayerNotOnBike
0x0805B96C	0x0805B9AF	thumb	CheckMovementInputNotOnBike
0x0805B9B0	0x0805B9C1	thumb	PlayerNotOnBikeNotMoving
0x0805B9C4	0x0805B9D1	thumb	PlayerNotOnBikeTurningInPlace
0x0805B9D4	0x0805BAA9	thumb	PlayerNotOnBikeMoving
0x0805BAAC	0x0805BB1B	thumb	PlayerIsMovingOnRockStairs
0x0805BB1C	0x0805BBA5	thumb	CheckForPlayerAvatarCollision
0x0805BBA8	0x0805BC5F	thumb	CheckForObjectEventCollision
0x0805BC60	0x0805BCC7	thumb	CanStopSurfing
0x0805BCC8	0x0805BCE9	thumb	ShouldJumpLedge
0x0805BCEC	0x0805BDA9	thumb	TryPushBoulder
0x0805BDAC	0x0805BDEB	thumb	CheckAcroBikeCollision
0x0805BDEC	0x0805BE07	thumb	SetPlayerAvatarTransitionFlags
0x0805BE08	0x0805BE5B	thumb	DoPlayerAvatarTransition
0x0805BE5C	0x0805BE5D	thumb	PlayerAvatarTransition_Dummy
0x0805BE60	0x0805BE71	thumb	PlayerAvatarTransition_Normal
0x0805BE74	0x0805BE8D	thumb	PlayerAvatarTransition_Bike
0x0805BE90	0x0805BEA1	thumb	PlayerAvatarTransition_Surfing
0x0805BEA4	0x0805BEA5	thumb	PlayerAvatarTransition_Underwater
0x0805BEA8	0x0805BEB7	thumb	PlayerAvatarTransition_ReturnToField
0x0805BEB8	0x0805BEFB	thumb	UpdatePlayerAvatarTransitionState
0x0805BEFC	0x0805BF55	thumb	PlayerAnimIsMultiFrameStationary
0x0805BF58	0x0805BF79	thumb	PlayerAnimIsMultiFrameStationaryAndStateNotTurning
0x0805BF7C	0x0805BF9F	thumb	PlayerIsAnimActive
0x0805BFA0	0x0805BFC3	thumb	PlayerCheckIfAnimFinishedOrInactive
0x0805BFC4	0x0805BFDF	thumb	PlayerSetCopyableMovement
0x0805BFE0	0x0805BFFB	thumb	PlayerGetCopyableMovement
0x0805BFFC	0x0805C023	thumb	PlayerForceSetHeldMovement
0x0805C024	0x0805C06B	thumb	PlayerSetAnimId
0x0805C06C	0x0805C0A3	thumb	QL_TryRecordPlayerStepWithDuration0
0x0805C0A4	0x0805C0D1	thumb	QL_TryRecordNPCStepWithDuration32
0x0805C0D4	0x0805C0EB	thumb	PlayerWalkSlower
0x0805C0EC	0x0805C103	thumb	PlayerWalkSlow
0x0805C104	0x0805C11B	thumb	PlayerWalkNormal
0x0805C11C	0x0805C133	thumb	PlayerWalkFast
0x0805C134	0x0805C14B	thumb	PlayerGlide
0x0805C14C	0x0805C163	thumb	PlayerRideWaterCurrent
0x0805C164	0x0805C17B	thumb	PlayerWalkFaster
0x0805C17C	0x0805C193	thumb	PlayerRun
0x0805C194	0x0805C1AB	thumb	PlayerRunSlow
0x0805C1AC	0x0805C1CF	thumb	PlayerOnBikeCollide
0x0805C1D0	0x0805C1F3	thumb	PlayerNotOnBikeCollide
0x0805C1F4	0x0805C20B	thumb	PlayerFaceDirection
0x0805C20C	0x0805C223	thumb	PlayerFaceDirectionFast
0x0805C224	0x0805C23B	thumb	PlayerTurnInPlace
0x0805C23C	0x0805C25F	thumb	PlayerJumpLedge
0x0805C260	0x0805C26D	thumb	PlayerShakeHeadOrWalkInPlace
0x0805C270	0x0805C2B3	thumb	HandleEnforcedLookDirectionOnPlayerStopMoving
0x0805C2B4	0x0805C2CB	thumb	PlayerGoSpin
0x0805C2CC	0x0805C30B	thumb	PlayerApplyTileForcedMovement
0x0805C30C	0x0805C323	thumb	PlayerIdleWheelie
0x0805C324	0x0805C33B	thumb	PlayerStartWheelie
0x0805C33C	0x0805C353	thumb	PlayerEndWheelie
0x0805C354	0x0805C377	thumb	PlayerStandingHoppingWheelie
0x0805C378	0x0805C39B	thumb	PlayerMovingHoppingWheelie
0x0805C39C	0x0805C3BF	thumb	PlayerLedgeHoppingWheelie
0x0805C3C0	0x0805C3E3	thumb	PlayerAcroTurnJump
0x0805C3E4	0x0805C407	thumb	PlayerAcroWheelieCollide
0x0805C408	0x0805C41F	thumb	PlayerAcroPopWheelie
0x0805C420	0x0805C437	thumb	PlayerAcroWheelieMove
0x0805C438	0x0805C4F3	thumb	PlayCollisionSoundIfNotFacingWarp
0x0805C4F4	0x0805C537	thumb	GetXYCoordsOneStepInFrontOfPlayer
0x0805C538	0x0805C567	thumb	PlayerGetDestCoords
0x0805C568	0x0805C6C1	thumb	player_get_pos_including_state_based_drift
0x0805C6C4	0x0805C6E3	thumb	GetPlayerFacingDirection
0x0805C6E4	0x0805C6FF	thumb	GetPlayerMovementDirection
0x0805C700	0x0805C71B	thumb	PlayerGetElevation
0x0805C71C	0x0805C74B	thumb	MovePlayerToMapCoords
0x0805C74C	0x0805C75B	thumb	TestPlayerAvatarFlags
0x0805C75C	0x0805C767	thumb	GetPlayerAvatarFlags
0x0805C768	0x0805C773	thumb	GetPlayerAvatarObjectId
0x0805C774	0x0805C77D	thumb	CancelPlayerForcedMovement
0x0805C780	0x0805C7C7	thumb	StopPlayerAvatar
0x0805C7C8	0x0805C7DD	thumb	GetRivalAvatarGraphicsIdByStateIdAndGender
0x0805C7E0	0x0805C7F7	thumb	GetPlayerAvatarGraphicsIdByStateIdAndGender
0x0805C7F8	0x0805C807	thumb	GetRSAvatarGraphicsIdByGender
0x0805C808	0x0805C823	thumb	GetPlayerAvatarGraphicsIdByStateId
0x0805C824	0x0805C83B	thumb	GetPlayerAvatarGenderByGraphicsId
0x0805C83C	0x0805C88B	thumb	PartyHasMonWithSurf
0x0805C88C	0x0805C8AF	thumb	IsPlayerSurfingNorth
0x0805C8B0	0x0805C935	thumb	IsPlayerFacingSurfableFishableWater
0x0805C938	0x0805C959	thumb	MetatileAtCoordsIsWaterTile
0x0805C95C	0x0805C96F	thumb	ClearPlayerAvatarInfo
0x0805C970	0x0805C987	thumb	SetPlayerAvatarStateMask
0x0805C988	0x0805C9C5	thumb	GetPlayerAvatarStateTransitionByGraphicsId
0x0805C9C8	0x0805CA09	thumb	GetPlayerAvatarGraphicsIdByCurrentState
0x0805CA0C	0x0805CA3B	thumb	SetPlayerAvatarExtraStateTransition
0x0805CA3C	0x0805CB03	thumb	InitPlayerAvatar
0x0805CB04	0x0805CB6F	thumb	SetPlayerInvisibility
0x0805CB70	0x0805CBB7	thumb	StartPlayerAvatarSummonMonForFieldMoveAnim
0x0805CBB8	0x0805CBE7	thumb	GetPlayerAvatarVsSeekerGfxId
0x0805CBE8	0x0805CC2B	thumb	StartPlayerAvatarVsSeekerAnim
0x0805CC2C	0x0805CC37	thumb	StartPlayerAvatarFishAnim
0x0805CC38	0x0805CC39	thumb	PlayerUseAcroBikeOnBumpySlope
0x0805CC3C	0x0805CC3D	thumb	SetPlayerAvatarWatering
0x0805CC40	0x0805CCCF	thumb	HandleWarpArrowSpriteHideShow
0x0805CCD0	0x0805CD0B	thumb	StartStrengthAnim
0x0805CD0C	0x0805CD63	thumb	Task_BumpBoulder
0x0805CD64	0x0805CD83	thumb	DoBoulderInit
0x0805CD84	0x0805CE1F	thumb	DoBoulderDust
0x0805CE20	0x0805CE7F	thumb	DoBoulderFinish
0x0805CE80	0x0805CE9F	thumb	DoPlayerMatJump
0x0805CEA0	0x0805CEEB	thumb	DoPlayerAvatarSecretBaseMatJump
0x0805CEEC	0x0805CF57	thumb	PlayerAvatar_DoSecretBaseMatJump
0x0805CF58	0x0805CF77	thumb	DoPlayerMatSpin
0x0805CF78	0x0805CFC3	thumb	PlayerAvatar_DoSecretBaseMatSpin
0x0805CFC4	0x0805CFEB	thumb	PlayerAvatar_SecretBaseMatSpinStep0
0x0805CFEC	0x0805D063	thumb	PlayerAvatar_SecretBaseMatSpinStep1
0x0805D064	0x0805D0A3	thumb	PlayerAvatar_SecretBaseMatSpinStep2
0x0805D0A4	0x0805D0F7	thumb	PlayerAvatar_SecretBaseMatSpinStep3
0x0805D0F8	0x0805D153	thumb	CreateStopSurfingTask
0x0805D154	0x0805D1A7	thumb	CreateStopSurfingTask_NoMusicChange
0x0805D1A8	0x0805D1D3	thumb	SeafoamIslandsB4F_CurrentDumpsPlayerOnLand
0x0805D1D4	0x0805D23F	thumb	Task_StopSurfingInit
0x0805D240	0x0805D2BF	thumb	Task_WaitStopSurfing
0x0805D2C0	0x0805D303	thumb	StartFishing
0x0805D304	0x0805D33B	thumb	Task_Fishing
0x0805D33C	0x0805D35B	thumb	Fishing1
0x0805D35C	0x0805D3F3	thumb	Fishing2
0x0805D3F4	0x0805D42F	thumb	Fishing3
0x0805D430	0x0805D47B	thumb	Fishing4
0x0805D47C	0x0805D507	thumb	Fishing5
0x0805D508	0x0805D571	thumb	Fishing6
0x0805D574	0x0805D57D	thumb	Fishing7
0x0805D580	0x0805D5EB	thumb	Fishing8
0x0805D5EC	0x0805D66B	thumb	Fishing9
0x0805D66C	0x0805D6C7	thumb	Fishing10
0x0805D6C8	0x0805D7BF	thumb	Fishing11
0x0805D7C0	0x0805D837	thumb	Fishing12
0x0805D838	0x0805D8AB	thumb	Fishing13
0x0805D8AC	0x0805D8D7	thumb	Fishing14
0x0805D8D8	0x0805D97F	thumb	Fishing15
0x0805D980	0x0805D9C3	thumb	Fishing16
0x0805D9C4	0x0805DAAF	thumb	AlignFishingAnimationFrames
0x0805DAB0	0x0805DACF	thumb	StartTeleportWarpOutPlayerAnim
0x0805DAD0	0x0805DAE3	thumb	WaitTeleportWarpOutPlayerAnim
0x0805DAE4	0x0805DAEF	thumb	SavePlayerFacingDirectionForTeleport
0x0805DAF0	0x0805DB03	thumb	GetTeleportSavedFacingDirection
0x0805DB04	0x0805DC03	thumb	Task_TeleportWarpOutPlayerAnim
0x0805DC04	0x0805DC23	thumb	StartTeleportInPlayerAnim
0x0805DC24	0x0805DC37	thumb	WaitTeleportInPlayerAnim
0x0805DC38	0x0805DDC5	thumb	Task_TeleportWarpInPlayerAnim
0x0805DDC8	0x0805DE2B	thumb	TeleportAnim_RotatePlayer
0x0805DE2C	0x0805DE4B	thumb	ClearObjectEvent
0x0805DE4C	0x0805DE73	thumb	ClearAllObjectEvents
0x0805DE74	0x0805DE89	thumb	ResetObjectEvents
0x0805DE8C	0x0805DF2F	thumb	CreateReflectionEffectSprites
0x0805DF30	0x0805DF5F	thumb	GetFirstInactiveObjectEventId
0x0805DF60	0x0805DF83	thumb	GetObjectEventIdByLocalIdAndMap
0x0805DF84	0x0805DFAD	thumb	TryGetObjectEventIdByLocalIdAndMap
0x0805DFB0	0x0805DFF3	thumb	GetObjectEventIdByXY
0x0805DFF4	0x0805E041	thumb	GetObjectEventIdByLocalIdAndMapInternal
0x0805E044	0x0805E07D	thumb	GetObjectEventIdByLocalId
0x0805E080	0x0805E237	thumb	InitObjectEventStateFromTemplate
0x0805E238	0x0805E27B	thumb	ShouldInitObjectEventStateFromTemplate
0x0805E27C	0x0805E2E5	thumb	TemplateIsObstacleAndWithinView
0x0805E2E8	0x0805E383	thumb	TemplateIsObstacleAndVisibleFromConnectingMap
0x0805E384	0x0805E39D	thumb	SetHideObstacleFlag
0x0805E3A0	0x0805E413	thumb	Unref_TryInitLocalObjectEvent
0x0805E414	0x0805E4B3	thumb	GetAvailableObjectEventId
0x0805E4B4	0x0805E4C7	thumb	RemoveObjectEvent
0x0805E4C8	0x0805E50F	thumb	RemoveObjectEventByLocalIdAndMap
0x0805E510	0x0805E55B	thumb	RemoveObjectEventInternal
0x0805E55C	0x0805E58F	thumb	Unref_RemoveAllObjectEventsExceptPlayer
0x0805E590	0x0805E72B	thumb	TrySetupObjectEventSprite
0x0805E72C	0x0805E7F3	thumb	TrySpawnObjectEventTemplate
0x0805E7F4	0x0805E82F	thumb	SpawnSpecialObjectEvent
0x0805E830	0x0805E897	thumb	SpawnSpecialObjectEventParameterized
0x0805E898	0x0805E8E7	thumb	TrySpawnObjectEvent
0x0805E8E8	0x0805E93F	thumb	CopyObjectGraphicsInfoToSpriteTemplate
0x0805E940	0x0805E95F	thumb	CopyObjectGraphicsInfoToSpriteTemplate_WithMovementType
0x0805E960	0x0805E977	thumb	MakeObjectTemplateFromObjectEventTemplate
0x0805E978	0x0805E9F7	thumb	CreateObjectGraphicsSprite
0x0805E9F8	0x0805EB43	thumb	CreateVirtualObject
0x0805EB44	0x0805EC2F	thumb	CreateFameCheckerObject
0x0805EC30	0x0805ED0F	thumb	TrySpawnObjectEvents
0x0805ED10	0x0805ED6F	thumb	RemoveObjectEventsOutsideView
0x0805ED70	0x0805EDEF	thumb	RemoveObjectEventIfOutsideView
0x0805EDF0	0x0805EE3B	thumb	SpawnObjectEventsOnReturnToField
0x0805EE3C	0x0805EFF3	thumb	SpawnObjectEventOnReturnToField
0x0805EFF4	0x0805F02B	thumb	ResetObjectEventFldEffData
0x0805F02C	0x0805F05F	thumb	SetPlayerAvatarObjectEventIdAndObjectId
0x0805F060	0x0805F1D7	thumb	ObjectEventSetGraphicsId
0x0805F1D8	0x0805F217	thumb	ObjectEventSetGraphicsIdByLocalIdAndMap
0x0805F218	0x0805F267	thumb	ObjectEventTurn
0x0805F268	0x0805F2A7	thumb	ObjectEventTurnByLocalIdAndMap
0x0805F2A8	0x0805F2C7	thumb	PlayerObjectTurn
0x0805F2C8	0x0805F2F7	thumb	GetObjectEventGraphicsInfo
0x0805F2F8	0x0805F313	thumb	SetObjectEventDynamicGraphicsId
0x0805F314	0x0805F363	thumb	SetObjectInvisibility
0x0805F364	0x0805F377	thumb	ObjectEventGetLocalIdAndMap
0x0805F378	0x0805F3A7	thumb	EnableObjectGroundEffectsByXY
0x0805F3A8	0x0805F3FF	thumb	SetObjectSubpriority
0x0805F400	0x0805F447	thumb	ResetObjectSubpriority
0x0805F448	0x0805F49B	thumb	SetObjectPositionByLocalIdAndMap
0x0805F49C	0x0805F4AF	thumb	FreeAndReserveObjectSpritePalettes
0x0805F4B0	0x0805F4DB	thumb	LoadObjectEventPalette
0x0805F4DC	0x0805F50F	thumb	LoadObjectEventPaletteSet
0x0805F510	0x0805F535	thumb	TryLoadObjectPalette
0x0805F538	0x0805F573	thumb	PatchObjectPalette
0x0805F574	0x0805F59D	thumb	PatchObjectPaletteRange
0x0805F5A0	0x0805F5E7	thumb	FindObjectEventPaletteIndexByTag
0x0805F5E8	0x0805F655	thumb	LoadPlayerObjectReflectionPalette
0x0805F658	0x0805F6CD	thumb	LoadSpecialObjectReflectionPalette
0x0805F6D0	0x0805F6DF	thumb	GetReflectionEffectPaletteSlot
0x0805F6E0	0x0805F6FF	thumb	IncrementObjectEventCoords
0x0805F700	0x0805F70D	thumb	ShiftObjectEventCoords
0x0805F710	0x0805F721	thumb	SetObjectEventCoords
0x0805F724	0x0805F7C3	thumb	MoveObjectEventToMapCoords
0x0805F7C4	0x0805F817	thumb	TryMoveObjectEventToMapCoords
0x0805F818	0x0805F829	thumb	ShiftStillObjectEventCoords
0x0805F82C	0x0805F893	thumb	UpdateObjectEventCoordsForCameraUpdate
0x0805F894	0x0805F8F9	thumb	GetObjectEventIdByPosition
0x0805F8FC	0x0805F921	thumb	ObjectEventDoesElevationMatch
0x0805F924	0x0805F94F	thumb	UpdateObjectEventsForCameraUpdate
0x0805F950	0x0805F993	thumb	AddCameraObject
0x0805F994	0x0805F9BB	thumb	ObjectCB_CameraObject
0x0805F9BC	0x0805F9F7	thumb	CameraObject_0
0x0805F9F8	0x0805FA2F	thumb	CameraObject_1
0x0805FA30	0x0805FA5F	thumb	CameraObject_2
0x0805FA60	0x0805FAA5	thumb	FindCameraObject
0x0805FAA8	0x0805FAC3	thumb	CameraObjectReset1
0x0805FAC4	0x0805FADD	thumb	CameraObjectSetFollowedObjectId
0x0805FAE0	0x0805FAF7	thumb	CameraObjectGetFollowedObjectId
0x0805FAF8	0x0805FB05	thumb	CameraObjectReset2
0x0805FB08	0x0805FB69	thumb	CopySprite
0x0805FB6C	0x0805FBDB	thumb	CreateCopySpriteAt
0x0805FBDC	0x0805FC1D	thumb	SetObjectEventDirection
0x0805FC20	0x0805FC37	thumb	GetObjectEventScriptPointerByLocalIdAndMap
0x0805FC38	0x0805FC5B	thumb	GetObjectEventScriptPointerByObjectEventId
0x0805FC5C	0x0805FC73	thumb	GetObjectEventFlagIdByLocalIdAndMap
0x0805FC74	0x0805FC9B	thumb	GetObjectEventFlagIdByObjectEventId
0x0805FC9C	0x0805FCD7	thumb	GetObjectTrainerTypeByLocalIdAndMap
0x0805FCD8	0x0805FCEF	thumb	GetBoulderRevealFlagByLocalIdAndMap
0x0805FCF0	0x0805FD07	thumb	GetObjectTrainerTypeByObjectEventId
